Claim Number,Claim Amount,Close Amount,Disposition
DHKT1YZUZH,350.0,350.0,Approve in Full
6CPX1RJKC2,70.0,70.0,Approve in Full
XWVREHANRD,820.0,794.57,Settle
6SJXRA7BQC,320.0,320.0,Approve in Full
DIPDCVJ1ZK,30.0,30.0,Approve in Full
O34YOQ1QBW,250.0,0.0,Deny
FUYFCWUXW6,250.0,50.0,Settle
RSXSFEZVYR,80.0,0.0,Deny
IWPZQUCKE4,300.0,0.0,Deny
LS1UCJ82NS,550.0,0.0,Deny
EABMISY2RO,41.99,41.99,Approve in Full
O5NC2W9VVA,346.85,173.42,Settle
0U41BZ1OR0,17000.0,0.0,Deny
N4NBG11LVE,164.84,164.84,Approve in Full
WD7G0JI4BI,703.6,0.0,Deny
6IYZGF65F8,87.5,0.0,Deny
586CIRTTZT,26.07,26.07,Approve in Full
AEZHNPRQ0Z,217.5,0.0,Deny
0K0Z4XGA9V,2700.0,0.0,Deny
YXOSEY58CJ,21.59,21.59,Approve in Full
E1URFDE3Q6,99.97,99.97,Approve in Full
UWYRKRRE1Y,25.68,25.68,Approve in Full
V0PNCN2KT3,149.99,0.0,Deny
MB7XFZ5MVA,5.0,5.0,Approve in Full
U6D5YHVWUK,200.0,0.0,Deny
D5U9GF01VR,2000.0,0.0,Deny
5SWEOX1BRP,250.0,195.0,Approve in Full
R6NEL8KX9Q,178.5,178.5,Approve in Full
QBO8ZK71C7,1000.0,0.0,Deny
APS27GBXTC,300.0,300.0,Approve in Full
OSMHXAJIL0,302.39,0.0,Deny
WPWPWPJIFC,71.02,71.02,Approve in Full
9MEXWK6WZ3,99.0,0.0,Deny
YRV8OBJB6I,57.0,57.0,Approve in Full
G88T9LNEVB,457.09,457.09,Approve in Full
1K6NB0GJ9A,277.69,0.0,Deny
W83PPY2VV3,321.75,321.75,Approve in Full
QP7874JFSG,60.0,30.0,Settle
DIDBLB28EQ,28.17,28.17,Approve in Full
PWOBJXTCUU,150.0,0.0,Deny
CAM53QAPO3,350.0,0.0,Deny
1EKFFMTI0P,200.0,200.0,Approve in Full
QGEYY7D9VF,210.91,0.0,Deny
GR6B7FREFQ,750.0,0.0,Deny
2ZN71YXNE0,112.79,112.79,Approve in Full
GCMGAGLVW8,11.8,11.8,Approve in Full
O7XQXQBBGJ,150.0,150.0,Approve in Full
ADEB89YWSX,220.79,109.99,Settle
JF2QQTACJ2,57.0,45.0,Settle
B1ELK7PAOE,625.0,0.0,Deny
RLXWLMWFO5,379.94,66.55,Settle
ATF0HDQ7XL,287.0,287.0,Deny
PJNJNGKBHV,446.0,223.0,Settle
TQQPHOPA80,15.99,0.0,Deny
ZDDQ1NGMHK,604.0,573.8,Settle
VXKW75MVKH,108.78,0.0,Deny
XV6R8H6HZP,20.66,20.66,Approve in Full
DFFPWQ8IXE,23.05,0.0,Deny
EZAFWRCDMB,20.0,20.0,Approve in Full
MTAX4MOJJN,217.0,217.0,Approve in Full
ADQQ1D6G31,484.0,242.0,Settle
RG9NL7W2AZ,300.0,112.5,Settle
2JYXX2JV5M,322.0,0.0,Deny
BD8LXFSBJX,145.41,0.0,Deny
XDJMVOJC8M,69.1,50.0,Settle
TAP0SHJIO1,139.99,0.0,Deny
O272QNYZG0,2000.0,0.0,Deny
VF64T5GO1H,799.0,0.0,Deny
0EYL4Q4D5R,20.13,20.13,Approve in Full
BXIEM1G7WG,308.68,0.0,Deny
SP46A7VIOY,106.59,0.0,Deny
CFNZPRW57K,71.0,35.5,Settle
HQ6I1024RV,1523.57,0.0,Deny
7B6W6XQHFD,150.0,0.0,Deny
P5M8A6AUW6,74.19,0.0,Deny
LACQ0XW7BB,450.0,161.8,Settle
3TK3I9811J,119.39,0.0,Deny
42K54B467X,169.19,0.0,Deny
8EFLP1Y27V,50.0,50.0,Approve in Full
T2RI8W6FFQ,450.0,225.0,Settle
4WDSIZXBY7,12.0,12.0,Approve in Full
9CJ9LQVW5H,1640.0,0.0,Deny
TYU3GY81VL,486.0,243.0,Settle
6RPPJUCUYA,434.46,0.0,Deny
N1BPEO7E8C,20.0,0.0,Deny
RMCGPMLZ6R,50.0,50.0,Approve in Full
QIE8QLIY0D,350.0,0.0,Deny
9JGU8RQU23,2308.05,0.0,Deny
YK0INISM9U,7.34,0.0,Deny
H4LB5T7W63,695.18,504.33,Settle
7RBXLM2VSH,170.0,0.0,Deny
2FE0DMHWZ3,39.95,39.95,Approve in Full
X8Z3HP7JH0,397.29,397.29,Approve in Full
R4MI9BTKL6,159.65,159.65,Approve in Full
RONFX0ZMJF,300.0,300.0,Approve in Full
ICWO295XW4,60.0,0.0,Deny
703ZOP7SMH,24.0,12.0,Settle
MY80RYW3NJ,99.99,99.99,Approve in Full
16FP9WAOT2,100.0,0.0,Deny
YIQGJR7QRX,74.96,74.96,Approve in Full
V5NI2KL2WZ,419.15,419.15,Approve in Full
TY358Q24UX,499.99,0.0,Deny
T8RA9UJXQ2,100.0,0.0,Deny
5C73C6G220,30.0,15.0,Settle
BIS0UHZ5LN,106.49,0.0,Deny
EQ26EMNOZM,38.05,38.05,Approve in Full
T94UQCF8RQ,12.99,12.99,Approve in Full
MPQA37TY45,2295.0,0.0,Deny
AJ5JIMGLMA,210.0,147.0,Settle
KYGNI11JJC,75.0,75.0,Approve in Full
IPACWHN7RE,1522.29,0.0,Deny
SLA2FKZU0E,214.82,0.0,Deny
QLBI36MHG3,1043.0,0.0,Deny
Z4KWKHPF49,660.0,0.0,Deny
XHI9MMAGSN,21.29,21.29,Approve in Full
ABREPUA6OR,12.0,0.0,Deny
E4S1TE6XEJ,109.99,50.0,Settle
G9LS6PHC1Q,104.25,0.0,Deny
OLFV46CZ3O,17.0,17.0,Approve in Full
51WYEQPE9Z,100.0,0.0,Deny
RMIECE2KHS,141.33,0.0,Deny
E9XOVPY3F4,75.97,0.0,Deny
KBEL0S06P4,110.4,110.4,Approve in Full
6MEHP6EZTE,1409.76,0.0,Deny
U96HVIERB1,32.59,0.0,Deny
S6J5Y2FKSX,2490.0,0.0,Deny
3P3JP5WCEA,174.08,87.04,Settle
PZSHQSFGJJ,162.36,0.0,Deny
18POTM8F8F,54.99,0.0,Deny
LXNNJOK3MS,360.0,50.0,Settle
LE2SACG4EB,30.0,30.0,Approve in Full
H7VUOGK7G2,25.0,25.0,Approve in Full
AOPVYSXSSV,98.55,0.0,Deny
6ICGQYF3VM,81.31,41.0,Settle
DBIM0R6XVF,1075.0,0.0,Deny
QT0U1JA3AQ,200.0,0.0,Deny
IVZSOU2R81,108.0,54.0,Settle
L6QIJG09GE,38.07,38.07,Approve in Full
VK4V4IE8C1,85.0,0.0,Deny
4IQC4H3JRN,1059.57,0.0,Deny
LSXY79KE6S,72.8,72.8,Approve in Full
CSV58IVPTZ,399.0,0.0,Deny
EAL0NOMCJ0,92.83,92.83,Approve in Full
2P9BWAU89N,30.0,15.0,Settle
PPQQ0GQUK1,286.76,0.0,Deny
W7J3FPF2PB,234.98,0.0,Deny
MLN5SFYQYP,69.54,69.54,Approve in Full
Z872FO3RIO,196.45,196.45,Approve in Full
FH79SUGG0C,219.96,219.96,Approve in Full
LUHADEEIC4,912.0,0.0,Deny
S2WJA33ZC1,2240.0,0.0,Deny
PTYK89PIB5,15.0,15.0,Approve in Full
P6RO0EU5GQ,120.0,60.0,Settle
NISN6HOKIE,8.46,8.46,Approve in Full
1D2ZSIVLAY,200.0,0.0,Deny
CMR4Q8I4ZX,8.65,8.65,Approve in Full
F0FE7L5XV6,100.0,0.0,Deny
A6US7QZXNG,1068.93,0.0,Deny
3CWCKIDU4P,35.63,0.0,Deny
TBVR0C1C1Z,300.0,0.0,Deny
Y86MVSLI3K,21.95,21.95,Approve in Full
4YV7E2075G,400.0,0.0,Deny
9RLXJV2NB0,20.0,20.0,Approve in Full
B2N5L8IDM4,30.0,30.0,Approve in Full
W9R9XCD187,100.0,0.0,Deny
66NW1CSCJG,50.0,50.0,Approve in Full
V0JPOZ8JWA,12.0,0.0,Deny
6W92WLFTZ8,240.0,0.0,Deny
3CK8IYUZ0Z,40.0,20.0,Settle
9GW2CJRL77,2000.0,0.0,Deny
ZVKZ78GEKV,206.95,0.0,Deny
58OWO4CGCE,876.38,472.38,Settle
TAUIJ9IET4,150.0,0.0,Deny
RC0Y0MFW6A,1250.0,1250.0,Approve in Full
5CAV5XA8TK,34.0,0.0,Deny
SZLEAM2NSV,1587.45,0.0,Deny
SOO0MYW208,176.02,0.0,Deny
JZXS0LV829,150.0,0.0,Deny
4MYHAG2F7L,59.97,59.97,Approve in Full
MRE1RZ6W31,89.99,50.0,Settle
RMT8SW2PYG,18.0,0.0,Deny
RZHP6Y212J,108.65,108.65,Approve in Full
1PBDF3EWV8,53.61,27.0,Settle
CAGPH5MJY0,514.78,0.0,Deny
TZOQF2LHZ3,106.89,35.63,Settle
SWJRM3PTIQ,64.35,64.35,Approve in Full
INEUOBXOD8,79.99,39.99,Settle
RD9DYWC38N,8.96,0.0,Deny
TPDAUL2SPK,450.0,0.0,Deny
URX4SOQ8LN,154.97,0.0,Deny
GNM0ZB0NWE,45.0,45.0,Approve in Full
2R6HSGJFYX,110.9,110.9,Approve in Full
L3SNY5720H,208.76,0.0,Deny
85EUQ9AYRJ,595.0,0.0,Deny
ZD7DGP7DR6,237.99,237.99,Approve in Full
UM04OX26UU,150.0,0.0,Deny
UWX3QIBHTT,2483.97,1499.99,Settle
B5DHCVYNU3,42.44,42.44,Approve in Full
63H1282TLB,10.55,10.55,Approve in Full
MI5FO01YWX,203.28,0.0,Deny
5B214ESNQ7,70.0,70.0,Approve in Full
5WG89QEDUK,709.0,0.0,Deny
HZQFFA69VZ,1647.0,0.0,Deny
XP4OJM19D2,129.99,129.95,Approve in Full
4OQUTAQJ1F,35.34,35.34,Approve in Full
5YL0AKB1HI,18.0,18.0,Approve in Full
9YOFO8FBG2,3847.95,961.99,Settle
JNTF76RXOK,962.99,301.29,Settle
0FTKHKG4GO,299.99,0.0,Deny
3U3PWF144M,179.0,179.0,Approve in Full
HWKT7M7GX6,173.99,173.99,Approve in Full
VNN05IBRKT,23.65,23.65,Approve in Full
0E2KUO92EJ,109.99,109.99,Approve in Full
R0YMP7L0X5,230.18,0.0,Deny
AJ8R18CG2A,190.0,0.0,Deny
PQB8U50JNL,158.75,0.0,Deny
6L57V5W80V,15.0,0.0,Deny
IER3AEBS9L,100.0,100.0,Approve in Full
2B6OZP41IZ,20.0,20.0,Approve in Full
EDWRVR9IHX,15.0,15.0,Approve in Full
T7CWZQUXKW,332.99,332.99,Approve in Full
A4MZM19RED,116.6,116.6,Approve in Full
YDF74906H5,3050.72,1525.36,Settle
R6GRVYAXS3,9.96,9.96,Approve in Full
U8OZUP1KRA,301.83,0.0,Deny
KBUEW27EAW,300.0,0.0,Deny
SX90JR3J13,200.0,0.0,Deny
112T358CYU,64.84,0.0,Deny
NQM5QSC47N,2283.62,0.0,Deny
EMZKTVBG71,50.0,25.0,Settle
CV0HFJYFVP,20.0,0.0,Deny
YG0LNB2P4M,2637.38,0.0,Deny
11ORZG3RQ4,219.48,0.0,Deny
7XAACF3K39,29.0,29.0,Approve in Full
ZXH1XRRZY6,730.0,365.0,Settle
K1JB868T6J,8.0,8.0,Approve in Full
OQY4GOBYAS,811.0,0.0,Deny
W19JH18EV3,26.59,0.0,Deny
R11P1JNCOV,1259.3,1259.3,Approve in Full
SFMW0KVPCG,80.0,0.0,Deny
7YHYR6H7X2,195.0,85.0,Settle
MWZKQYTFMZ,125.0,0.0,Deny
HAB0857KWI,120.0,0.0,Deny
QXGYH039OH,180.0,0.0,Deny
6YRFN5RAE5,16.39,16.39,Approve in Full
QC0L0YKASG,170.43,170.43,Approve in Full
HH38D0NSHO,1649.97,0.0,Deny
R8XU8JTQYR,828.63,0.0,Deny
ZQ4UVT3ELM,173.35,151.05,Settle
WZ5F5C9OMW,70.94,0.0,Deny
LH9E1QIPRK,200.1,0.0,Deny
1C41WVZFTD,999.99,218.95,Settle
8HW35NU4BW,50.0,0.0,Deny
G6W3A2F4AC,366.0,0.0,Deny
3MJHVKIUK6,50.0,50.0,Approve in Full
KV0EF5BFYG,10.73,0.0,Deny
IJ2J6PMMJR,375.0,210.03,Settle
S4757JWJQU,900.0,0.0,Deny
922ZE1H80V,3749.0,3749.0,Deny
A57B4ONQKX,1018.0,0.0,Deny
OTXF8WBNZF,350.03,0.0,Deny
89K9O8XU79,157.0,157.0,Approve in Full
9S5AXSNHKK,65.0,0.0,Deny
LKED4P4EOL,75.0,0.0,Deny
TO6F9MFXNL,105.71,105.71,Approve in Full
F58AGM6IJH,150.0,0.0,Deny
4418GE188G,13.75,0.0,Deny
RHBD1FJS7J,70.0,0.0,Deny
U0KG3A13W5,68.95,68.95,Approve in Full
4DYCHMOR3M,1531.0,0.0,Deny
08IZWCQBXH,51.3,51.3,Approve in Full
5AMJ63KBQN,30.0,30.0,Approve in Full
XPGU2XCIFM,2000.0,1103.61,Settle
V7F2PC7DOY,1025.0,0.0,Deny
D50CCJNLDA,2000.0,1604.18,Settle
77ZVS41U7H,180.0,0.0,Deny
X9EHMNR5GO,150.0,150.0,Approve in Full
BWZ0P613TF,14.95,14.95,Approve in Full
YDZNFSI4S2,10.89,0.0,Deny
N0PAW93694,30000.0,0.0,Deny
HOAJ1WJDK3,180.0,0.0,Deny
347PBVU0PN,72.39,36.2,Settle
R86ANFTDGR,21.75,21.75,Approve in Full
OVY8KNHMO6,14.0,0.0,Deny
EW7VSTK63L,318.42,291.81,Settle
N9MAGYFK9O,20.0,20.0,Approve in Full
TICM2TGCE6,535.0,0.0,Deny
J8JQZEESV1,107.0,53.5,Settle
J7PY6VBDCJ,264.74,0.0,Deny
ROXPI4HO0Q,194.35,194.35,Approve in Full
AB6WFUR2OD,28321.0,0.0,Deny
5B0SPGPP6S,81.45,0.0,Deny
JTT84LMPAI,90.0,90.0,Approve in Full
RLBU4V4OXZ,1065.0,0.0,Deny
3Q41WG0HC6,90.0,0.0,Deny
KEHRJUH73H,3812.66,0.0,Deny
1ZQFUOVIT9,540.0,0.0,Deny
MKXKH7EMXL,80.0,40.0,Settle
TMZD757VNK,350.0,0.0,Deny
6HM26WSPT1,30.0,30.0,Approve in Full
OH4CG24962,12.0,12.0,Approve in Full
8C5TJ904ZQ,111.98,0.0,Deny
XNL6KC3FAS,712.28,329.64,Settle
A6PCW4GQLF,299.0,118.76,Settle
IVNINLAS6U,34.99,34.99,Approve in Full
3MIDBP6R4H,1785.0,0.0,Deny
KHXXD7RY1F,50.0,0.0,Deny
V0H5S9868C,375.95,0.0,Deny
DWQD8ARKGQ,274.29,137.14,Settle
ASRLJNTXEX,432.35,0.0,Deny
37LVPXEXEJ,172.87,172.87,Approve in Full
GEGV0VILAJ,3000.0,0.0,Deny
LDU8KBQJBE,39.29,0.0,Deny
43QTO8F9K4,194.39,194.39,Approve in Full
HIVXCC8S47,1619.58,0.0,Deny
16BKV8ZBSM,56.36,0.0,Deny
77XXTYWMN6,948.22,0.0,Deny
A0DE3GB9FW,50.0,50.0,Approve in Full
EIWWBUWL0F,125.0,0.0,Deny
PAUZ281KH1,35.0,0.0,Deny
4F6743EPK0,692.92,0.0,Deny
ETFQNQG493,85.0,50.0,Settle
SK3863T7TS,1000.0,0.0,Deny
TFNLIZWJZS,42.89,21.45,Settle
14TJAE1ENA,575.0,0.0,Deny
YKEF4HGN8G,230.0,0.0,Deny
9R80CMMCHX,44.05,44.05,Approve in Full
NUHJK6YR7X,30.03,30.03,Deny
PUURG3EQVT,425.0,0.0,Deny
FTWU5USMDA,10.0,0.0,Deny
8XKMI6DD2Q,445.0,0.0,Deny
MP7DVDCLDZ,1000.0,456.57,Settle
LCF1FIJ2LM,600.0,300.0,Settle
Q06OKKCEMC,110.0,55.0,Settle
4KKVGE66PR,357.29,50.0,Settle
X5TTTJZNON,250.0,110.0,Settle
E4RQQUOWMM,200.0,0.0,Deny
YCI9ZNBOX8,34.45,34.45,Approve in Full
OGBFZQ4W0T,64.0,64.0,Approve in Full
7441XL2P3L,64.94,32.47,Settle
EE6MQ8OQWZ,11.92,0.0,Deny
YRXYQFN5T1,301.15,0.0,Deny
D4MV6G9CCC,325.0,281.95,Settle
7CHON5KJH7,399.0,175.0,Settle
LOWHUSJOQ5,25.0,0.0,Deny
J0CM4HF7I4,60.0,30.0,Settle
285D29T2CD,106.99,106.99,Approve in Full
SDQIIQCSTN,100.0,0.0,Deny
QRWVBWGKL0,112.0,112.0,Approve in Full
74J6VSK1IM,213.38,0.0,Deny
AY098KP5NQ,510.0,0.0,Deny
0QAMDA7BDJ,119.0,0.0,Deny
30JWE9OPUR,300.0,0.0,Deny
9AWCJH8NO5,140.0,0.0,Deny
0G6Q1ANJ2H,58.04,0.0,Deny
5C7PHZFKFN,963.59,0.0,Deny
O7FKMC87P6,350.0,0.0,Deny
AATJLX8RVB,34.75,0.0,Deny
HRJY4XX6LP,180.0,159.89,Settle
K76G2M5ZZL,21.68,0.0,Deny
5PRRNPDB9S,885.0,0.0,Deny
QHX97C64FZ,400.0,200.0,Settle
X81J9BD3KB,3000.0,0.0,Deny
S4QK7UX5C3,795.56,377.86,Settle
33W7HMLFHK,95.0,95.0,Approve in Full
3W8ORTY4EP,139.99,0.0,Deny
IK2E0U4IKS,250.0,125.0,Settle
D7ESY1K2WD,526.07,263.04,Settle
63Q5GIQK2X,96.51,0.0,Deny
S69Q1YI0OV,300.0,150.0,Settle
1TMN6AQ6YT,174.99,0.0,Deny
GWV0GUPMDI,34.95,0.0,Deny
UYERR4SY18,255.0,35.0,Settle
HM9ZP2Z6O7,150.0,150.0,Approve in Full
EGOIUCKYUN,8.5,8.5,Approve in Full
F4GKUQWK9Y,50.5,25.25,Settle
2RE5OI1FL8,727.0,0.0,Deny
C6TC2RVKFV,129.99,50.0,Settle
JOZ6S90ZJ0,12500.0,0.0,Deny
T2JU3ATCW9,127.18,127.18,Approve in Full
UZ8UUFP9E1,180.0,0.0,Deny
R1YHODX7UX,5304.21,3117.58,Settle
49HZ432G49,9.0,0.0,Deny
N2U5XVHQIR,100.0,0.0,Deny
CSX8DBAKO5,157.66,157.66,Approve in Full
G8850SAWX6,344.34,172.17,Settle
BCS8CYIREA,75.0,0.0,Deny
GYZLTQA914,1084.88,0.0,Deny
SY1DNGOSA4,106.95,106.95,Approve in Full
YETDC70WIP,1220.0,0.0,Deny
6AJU0ZD4FP,150.0,50.0,Settle
1B5J2N1K2T,500.0,0.0,Deny
E3D3VAC891,641.23,0.0,Deny
2ZSBDV58V4,492.2,492.2,Approve in Full
JNLNE54OJF,23.5,0.0,Deny
UJTVMGS31Y,5000.0,0.0,Deny
5DJEBA0FW1,2266.0,0.0,Deny
KG47GCQBGH,10.0,10.0,Approve in Full
0SQGU4AYDM,275.0,0.0,Deny
DY99ISU5O2,169.99,0.0,Deny
T3B702X76S,118.36,118.36,Approve in Full
2ZJEZ5TOL7,960.74,858.57,Settle
Q9N5JNXPPJ,699.0,0.0,Deny
EQPGCH316X,124.94,0.0,Deny
290C94C9X2,50.0,50.0,Approve in Full
1QXQ8GK1F1,48.71,0.0,Deny
HHDJ35RLU7,99.98,0.0,Deny
SAYQYZNZGP,11.21,11.21,Approve in Full
7E80AVICVK,329.99,223.89,Settle
NVV9PFNQPI,400.0,200.0,Settle
GKA7TBG2NH,86.44,43.2,Settle
358DA79T1L,3000.0,0.0,Deny
N2KLX567K7,4.0,4.0,Approve in Full
B074UG0J8Q,509.0,0.0,Deny
4PD6C84A5M,20.0,0.0,Deny
6SODL1FG24,1153.58,0.0,Deny
YZEU64E4KF,540.0,0.0,Deny
60EE8Y3DON,289.0,0.0,Deny
FA4CNSWTV3,99.95,50.0,Settle
8JNCS54NSX,454.0,0.0,Deny
FKLEQ93BNZ,149.0,141.55,Settle
V3RC5NEDJR,10.69,10.69,Approve in Full
E6E0JU1HXQ,199.99,0.0,Deny
5AH8C6ZUV2,460.0,0.0,Deny
X9ZY6PG9YM,395.0,375.48,Settle
8WDGMKFW9N,73.0,0.0,Deny
JYYD07D2TN,14000.0,0.0,Deny
FAPS23GZ76,946.0,0.0,Deny
4PAIN0II9K,206.0,103.0,Settle
KY37WG5815,25.84,25.84,Approve in Full
65APXOB723,501.0,0.0,Deny
VDR8HE966Q,552.6,0.0,Deny
E6CPO0L00I,200.0,200.0,Approve in Full
0M4B0OI6VF,50.0,0.0,Deny
49EAR8LTV7,5.8,5.8,Approve in Full
3PL1LV66NE,50.0,50.0,Approve in Full
H46UZETCJA,36.0,36.0,Approve in Full
QGF42SS1GR,582.0,0.0,Deny
QOD6ROEYWW,52.48,52.48,Approve in Full
Y7YYZAI1QY,2100.0,0.0,Deny
9E097KGFEN,105.0,52.5,Settle
GN5Q7TB2XF,50.0,50.0,Approve in Full
P4DAYVACUG,360.0,0.0,Deny
CBKXVRI0WI,300.0,0.0,Deny
0X8NU7WB4C,9061.56,2133.99,Settle
J1YZ3GILI3,2349.0,0.0,Deny
3YFGB7D3HY,31.36,31.36,Approve in Full
3XQTP42BYM,120.0,85.0,Approve in Full
360RLYD6X3,44.79,44.79,Approve in Full
6DRV8VIZO0,66.51,66.51,Approve in Full
NDUCLLNGXA,90.0,0.0,Deny
ZU92ZMWQYY,812.76,406.38,Settle
V0FHU98FNV,675.0,675.0,Approve in Full
0VX6EBC2C6,229.0,50.0,Settle
SPLUC5NLC3,50.0,10.0,Settle
XLXUZVSTA6,150.93,150.93,Approve in Full
JCNC4HA10Q,463.28,231.64,Settle
OUYSONQS9P,264.13,182.42,Settle
GRJ5T6WIUM,21.26,0.0,Deny
IAIOV9Z1O2,32.31,0.0,Deny
IZ200FBCFV,500.0,0.0,Deny
WESLB5ZNY2,3000.0,0.0,Deny
IUCCCTRQOI,679.99,0.0,Deny
MAS8FM9NLY,814.39,0.0,Deny
HVRU0JKB1J,25.95,0.0,Deny
RSTIMYCWKW,60.0,0.0,Deny
F9TO4YC5KB,350.0,103.0,Settle
DD9ZHWHFVZ,12.0,12.0,Approve in Full
ZCPXGOU3ND,177.5,75.0,Settle
T5N79Q5KEM,118.47,0.0,Deny
KARZXPVEGN,42.0,42.0,Approve in Full
IFJE1NI5LL,155.0,155.0,Approve in Full
P8Z74Z12DI,160.0,80.25,Settle
JC94U5UZ74,21.84,0.0,Deny
W94B0UD9QK,635.99,0.0,Deny
7EVE5SPW6C,800.0,0.0,Deny
ST5ZU5NMZI,10.0,0.0,Deny
YSIHP4LRUZ,100.0,100.0,Approve in Full
09L1A1JSLL,251.45,199.75,Settle
GWS3FUN6JN,159.39,0.0,Deny
L976260DK3,88.0,88.0,Approve in Full
I9F0VUDLH8,110.0,110.0,Approve in Full
WHRY65LUG5,20.0,0.0,Deny
AB0ZPIFFSU,18.53,0.0,Deny
4KMBNINPRS,55.82,55.82,Approve in Full
CTONVV2M9D,3155.41,277.5,Settle
TNED1VIR9Y,249.0,0.0,Deny
T9G46L4Z0I,740.0,0.0,Deny
0O15EWY2NT,150.0,142.5,Settle
UV208XH0P0,127.12,0.0,Deny
NQREFN62YB,1487.0,1487.0,Approve in Full
ZM0CTOEWTF,195.09,195.09,Approve in Full
4VAXLQKRRW,487.0,243.5,Settle
N1GQD9YZQL,120.0,0.0,Deny
83ZTMCMX9D,103.5,40.0,Settle
AOVAX5ALG9,125.0,75.0,Settle
S7WIBNALH0,25.44,25.44,Approve in Full
C2437TESWK,224.7,0.0,Deny
S1KL68A5F1,42.9,42.9,Approve in Full
7NHXK40QYM,30.0,30.0,Approve in Full
41HYD2EXDV,3714.3,800.0,Settle
7JQW4VPBCD,600.0,0.0,Deny
RUDDO45ZBY,500.0,0.0,Deny
RFSADMQ0I2,310.0,0.0,Deny
YBBN0PTDSA,479.0,0.0,Deny
0U75PQ4OI6,500.0,250.0,Settle
RDNI5XWAKC,100.0,100.0,Approve in Full
6F0M69N6AE,198.59,0.0,Deny
LKMX19GBAT,43.0,43.0,Approve in Full
O35IIB0V09,88.56,65.95,Settle
CHM5VQUQG1,41.43,41.0,Approve in Full
4KLE0WBRO7,150.0,150.0,Approve in Full
3A40RBG2U4,400.0,160.3,Settle
OT1H9UBO5P,1540.67,0.0,Deny
G1HPI8SMJB,125.19,50.0,Settle
688Z9Q5MH8,1132.45,1132.45,Approve in Full
A09QIFK5H1,25.0,25.0,Approve in Full
HY9QG5FWQ2,200.0,0.0,Deny
KOP6AOGV47,129.0,0.0,Deny
OVFSY88IKO,42.59,0.0,Deny
MBFLK82BWQ,3400.2,0.0,Deny
W1OZH5DQTM,629.95,629.95,Approve in Full
ONUPWHUP8V,3150.0,0.0,Deny
X185JD3ZSO,195.0,195.0,Deny
5DNYMHRVWS,709.0,0.0,Deny
8BMC4UV4LP,160.0,0.0,Deny
4WS7NZ1GRJ,25.0,25.0,Approve in Full
GOJ9C1F4VN,138.67,69.35,Settle
Y42XLDM6LA,236.0,224.41,Settle
GF9GHOGS7K,140.0,140.0,Approve in Full
5CMDTFL8SP,413.62,0.0,Deny
PS6GIL0UPN,26.64,0.0,Deny
MEF7LMP4T3,1258.46,0.0,Deny
WVF5Y2UNFQ,119.05,0.0,Deny
1NG87DS6JI,382.0,0.0,Deny
FR03JEC26H,10.45,10.45,Approve in Full
RG46QKHMMX,85.0,0.0,Deny
4IL9B04S32,200.0,167.16,Settle
0U5WWRJ0F6,508.76,345.18,Settle
H2TP0C85P0,65.24,0.0,Deny
DSSKPDUIW8,562.24,281.12,Settle
FP0KVNJMC5,218.3,218.3,Approve in Full
YBW4C32ZVW,305.0,305.0,Approve in Full
2BPNAZCUUN,11.69,11.69,Approve in Full
RC5YHTT1KT,595.0,595.0,Approve in Full
O88TD43DD0,1500.0,0.0,Deny
3QBJ7242FL,14.0,0.0,Deny
68Q345GU5W,600.0,0.0,Deny
HLIJTOJ6OO,2054.3,0.0,Deny
DSED5YFPW9,1483.98,477.07,Settle
3WG5UNOC4P,32.48,32.48,Approve in Full
NHAIQFU8LX,7.22,7.22,Approve in Full
RIFEYRDTE5,21.6,21.6,Approve in Full
OVNAN03E61,199.99,0.0,Deny
FANJ4S9NAM,15.0,0.0,Deny
7QBI93H9F8,48.16,48.16,Approve in Full
KNU7NH4BBG,1950.0,1950.0,Approve in Full
C41UIVZ0XZ,389.9,0.0,Deny
AXW3ZDTB5Q,630.0,315.0,Settle
A4RHI13R16,75.0,75.0,Approve in Full
8W6FFWTG43,701.96,0.0,Deny
R4C824NCHN,365.74,0.0,Deny
9BEIRXZAFF,4.99,0.0,Deny
2DHBH0SBPC,99.0,0.0,Deny
9VEFC00LM7,14.94,14.94,Approve in Full
D8HVFOBNUO,39.72,39.72,Approve in Full
NK43MT68NU,150.0,0.0,Deny
XBEVP68GQO,1624.84,0.0,Deny
S2UZ6OWOKO,34.95,0.0,Deny
0QZWJK1IH0,169.0,0.0,Deny
Y65A3GY01Z,9.97,0.0,Deny
881E4W5SS1,662.62,662.62,Approve in Full
K28XDEJT5O,180.0,0.0,Deny
6YN58DOETC,47.98,0.0,Deny
SAV95WDJSV,368.9,128.9,Settle
56DZ7HZY0H,300.0,0.0,Deny
T4F7DE71X8,6800.0,3400.0,Settle
0KH8EGGG1K,50.0,50.0,Approve in Full
XWTSF94A55,190.48,0.0,Deny
7AAKYU9EQ7,210.94,0.0,Deny
MI0TBY74XR,60.0,30.0,Settle
2YEU09V2BI,840.0,0.0,Deny
I37SM2ZT8O,200.0,100.0,Settle
92HCOEXHR2,104.97,0.0,Deny
JOZA7MND5B,52.47,26.23,Settle
7C1L4BNSQ5,319.49,0.0,Deny
RPQ819HND8,62.58,62.58,Approve in Full
32YAY65709,1500.0,0.0,Deny
PT9P0WPKJ7,500.0,0.0,Deny
V2IAAIVSAM,1250.0,0.0,Deny
TUE81N320P,200.0,0.0,Deny
